id,note,translate
531,"A water spirit that dwells in flowing freshwater, capable of shapeshifting and enchanting travelers with its songs","Uno spirito dell'acqua che vive nell'acqua dolce corrente, capace di cambiare forma e incantare i viaggiatori con i suoi canti"
532,"A forest guardian bound to ancient trees, wielding nature magic and commanding plants to ensnare intruders","Un guardiano della foresta legato ad alberi secolari, che esercita la magia della natura e comanda alle piante di intrappolare gli intrusi"
533,"A dark fae being that makes bargains with mortals, exchanging favors for prices that are always more than they appear","Un essere fatato oscuro che fa affari con i mortali, scambiando favori per prezzi che sono sempre più alti di quanto sembrano"
534,A stocky earth fae who guards underground treasures and can manipulate stone and precious metals,Una fata della terra robusta che custodisce tesori sotterranei e può manipolare pietre e metalli preziosi
535,"A noble fae creature with the upper body of an elf and lower body of a deer, skilled with bow and possessing deep woodland magic","Una nobile creatura fatata con la parte superiore del corpo di un elfo e la parte inferiore di un cervo, abile con l'arco e dotata di una profonda magia dei boschi"
536,A pure-hearted fae horse with a spiraling horn of light magic that can heal wounds or pierce through the darkest corruption,Un cavallo fatato dal cuore puro con un corno a spirale di magia luminosa che può curare le ferite o penetrare attraverso la corruzione più oscura
537,"A malevolent shapeshifting fae that can take the form of a black horse, luring riders to their doom in toxic marshlands","Una fata malvagia e mutaforma che può assumere la forma di un cavallo nero, attirando i cavalieri verso la loro rovina nelle paludi tossiche."
538,"An elite warrior of the Unseelie Court, clad in enchanted ice armor and wielding a blade of eternal frost","Un guerriero d'élite della Corte Unseelie, rivestito di un'armatura di ghiaccio incantata e armato di una lama di gelo eterno"
539,"A noble commander of the Seelie Court, radiating golden light and capable of commanding the forces of growth and renewal","Un nobile comandante della Corte Seelie, che irradia luce dorata ed è capace di comandare le forze della crescita e del rinnovamento"
540,"The ancient and powerful ruler of a hidden fae realm, possessing the ability to alter reality within her domain and command all lesser fae","L'antica e potente sovrana di un regno fatato nascosto, in possesso della capacità di alterare la realtà all'interno del suo dominio e comandare tutte le fate minori"
541,A small hovering drone equipped with cameras and sensors that alerts other machines to intruders,Un piccolo drone volante dotato di telecamere e sensori che avvisa altre macchine della presenza di intrusi
542,A basic security robot equipped with a stun baton and basic threat recognition protocols,Un robot di sicurezza di base dotato di manganello stordente e protocolli di riconoscimento delle minacce di base
543,An automated defense turret that fires concentrated heat beams at unauthorized personnel,Una torretta di difesa automatizzata che spara raggi di calore concentrati contro il personale non autorizzato
544,A specialized robot that can rapidly lower temperatures to freeze targets or create barriers of ice,Un robot specializzato in grado di abbassare rapidamente le temperature per congelare i bersagli o creare barriere di ghiaccio
545,An advanced projection system that creates solid-light copies to confuse and misdirect enemies,Un sistema di proiezione avanzato che crea copie di luce solida per confondere e sviare i nemici
546,A humanoid combat robot equipped with targeting systems and reinforced armor plating,Un robot da combattimento umanoide dotato di sistemi di puntamento e corazza rinforzata
547,A specialized robot designed to neutralize biological threats by dispensing corrosive chemicals,Un robot specializzato progettato per neutralizzare le minacce biologiche erogando sostanze chimiche corrosive
548,A guardian robot that can generate hardlight shields and focused energy beams,Un robot guardiano in grado di generare scudi di luce dura e raggi di energia concentrati
549,A sophisticated AI system that can connect to and manipulate the minds of those nearby,Un sofisticato sistema di intelligenza artificiale in grado di connettersi e manipolare le menti di chi si trova nelle vicinanze
550,"A machine that can control water at the molecular level, creating high-pressure jets or drawing moisture from the air","Una macchina in grado di controllare l'acqua a livello molecolare, creando getti ad alta pressione o estraendo l'umidità dall'aria"
551,A massive drilling machine capable of causing localized earthquakes and burrowing through solid rock,Una macchina perforatrice di grandi dimensioni in grado di causare terremoti localizzati e di scavare nella roccia solida
552,A towering war machine equipped with plasma cannons and reinforced heat-resistant plating,Un'imponente macchina da guerra dotata di cannoni al plasma e placcatura rinforzata resistente al calore
553,"A holy-infused automaton powered by divine technology, able to channel sacred energy into devastating attacks","Un automa infuso di energia sacra, alimentato da tecnologia divina, in grado di incanalare l'energia sacra in attacchi devastanti"
554,"A superintelligent AI system housed in a heavily defended mainframe, capable of calculating and exploiting the probabilities of multiple futures","Un sistema di intelligenza artificiale superintelligente alloggiato in un mainframe fortemente difeso, in grado di calcolare e sfruttare le probabilità di futuri multipli"
555,"A buff rodent with bristled fur, its bite festers wounds in moments.","Un roditore dalla pelliccia ispida, il cui morso provoca ferite infette in pochi istanti."
556,"A bloated parasite that clamps on flesh, draining blood until victims black out.","Un parassita gonfio che si attacca alla carne, succhiando il sangue fino a far svenire la vittima."
557,"A crusted arachnid whose tail injects neurotoxin, paralyzing prey with a single sting.","Un aracnide incrostato la cui coda inietta una neurotossina, paralizzando la preda con una sola puntura."
558,"A hungering specter of mist and rot, it drags victims beneath fetid water","Uno spettro affamato di nebbia e marciume, trascina le vittime sotto l'acqua fetida"
559,"A shifting mass of muck and roots, it engulfs intruders in sticky, suffocating grasp.",Una massa mobile di fango e radici che avvolge gli intrusi in una morsa appiccicosa e soffocante.
560,A hulking reptile caked in living mud that shakes the mire itself.,Un rettile gigantesco ricoperto di fango vivo che scuote il pantano stesso.
561,A floating green flame that whispers lullabies of decay.,Una fiamma verde fluttuante che sussurra ninne nanne di decadenza.
562,An alligator whose hide sprouts luminosporic fungus.,Un alligatore nella cui pelle germoglia un fungo luminosporico.
563,A sentient haze of methane and spores that suffocates adventurers.,Una foschia senziente di metano e spore che soffoca gli avventurieri.
564,A grinning stone effigy that booms with laughter and shatters the swamp floor.,Un'effigie di pietra sorridente che scoppia in una risata frantumandosi sul fondo della palude.
565,Sovereign of forgotten catacombs whose sceptre delivers instant death.,"Sovrano delle catacombe dimenticate, il cui scettro procura morte istantanea."
566,A skeletal sorcerer who bends mortality and time alike.,Uno stregone scheletrico che piega la mortalità e il tempo allo stesso modo.
567,A dragon-sized pile of fused bones that smashes foes with cathedral-sized limbs.,Un mucchio di ossa fuse delle dimensioni di un drago che fracassa i nemici con arti grandi come cattedrali.
568,"Stands eternal vigil over its lich master’s soul-jar, striking with cursed halberd.","Veglia eternamente sul vaso delle anime del suo padrone lich, colpendo con l'alabarda maledetta."
569,"Undying sovereign of ossified empires, wielding apocalyptic necromancy.","Sovrano imperituro di imperi ossificati, detentore di negromanzia apocalittica."
570,A vigilant warden formed of razor winds that circle the mountaintops.,Un guardiano vigile formato da venti taglienti che avvolgono le cime delle montagne.
571,A capricious spirit that commands thunder-charged cyclones.,Uno spirito capriccioso che comanda cicloni carichi di tuono.
572,A colossal bird whose wingbeats birth sand-laced cyclones.,Un uccello colossale i cui battiti d'ali generano cicloni tempestati di sabbia.
573,A lightning-veined dragon that coils through jet streams with terrifying speed.,Un drago dalle vene di fulmine che si muove attraverso i flussi d'aria a una velocità terrificante.
574,"Ruler of the highest jet-stream kingdoms, able to summon cataclysmic windstorms.","Sovrano dei più alti regni a getto, capace di evocare tempeste di vento cataclismatiche."
575,"A tiny, brightly-striped fish that nibbles on algae and bolts at the first sign of danger.",Un piccolo pesce dalle strisce vivaci che mordicchia le alghe e scappa al primo segno di pericolo.
576,A swirling shoal whose mirrored scales create blinding flashes when they turn in unison.,Un banco vorticoso le cui squame a specchio creano bagliori accecanti quando ruotano all'unisono.
577,"Crunches coral with a beak-like mouth, leaving behind trails of sand as it feeds.","Schiaccia i coralli con la sua bocca a forma di becco, lasciando dietro di sé scie di sabbia mentre si nutre."
578,A streamlined predator that darts through coral canyons with lightning-quick bite combos.,Un predatore aerodinamico che sfreccia attraverso i canyon corallini con combinazioni di morsi fulminee.
579,A broad-headed shark whose electro-receptors let it strike unseen prey with brutal force.,"Uno squalo dalla testa larga, dotato di elettrorecettori che gli permettono di colpire prede invisibili con forza brutale."
580,A wing-torn pixie steeped in nightmare essence; its laughter erodes sanity.,"Un folletto con le ali strappate, immerso nell'essenza dell'incubo; la sua risata erode la sanità mentale."
581,Vines ooze brim-sap that melts armour; flowers burst into flame on contact.,Le viti trasudano una linfa che scioglie le armature; i fiori prendono fuoco al contatto.
582,Carries plague spores on burning gales; its giggle sounds like crackling wood.,Trasporta spore di peste tramite venti ardenti; il suo verso ricorda il legno che scoppietta.
583,A shapeshifting steed wreathed in balefire; hoofbeats leave glassed earth.,Un destriero mutaforma avvolto nel fuoco; il rumore degli zoccoli lascia terra glassata.
584,Matriarch of the Unseelie host; her whisper remakes reality as a cruel jest.,Matriarca dell'esercito Unseelie; il suo sussurro trasforma la realtà in uno scherzo crudele.
585,A mangy black hound wreathed in flickering embers and permanently smouldering breath.,Un segugio nero e rognoso avvolto tra braci tremolanti e un alito che arde perennemente.
586,Emits choking sparks with every bark; its bite brands flesh and armour alike.,Emette scintille soffocanti ad ogni abbaio e il suo morso marchia a fuoco sia la carne che l'armatura.
587,A hulking siege-hound clad in cracked brimstone plates that howls pure flame.,Un imponente segugio d'assedio rivestito di piastre di zolfo screpolate che ulula fiamme pure.
588,Twin-headed guardian of the lower vaults; each maw spews molten tar.,Guardiano a due teste delle volte inferiori; ogni bocca sputa catrame fuso.
589,"A colossal, vaguely canine fiend whose very footsteps ignite the ground.","Un demone colossale, vagamente canino, i cui passi incendiano il terreno."
590,A quivering lump of protoplasm that warps colours and sounds around it.,Un ammasso tremolante di protoplasma che deforma colori e suoni attorno a sé.
591,A single flying eye that blinks so loudly it startles prey.,Un singolo occhio volante che sbatte le palpebre così forte da spaventare la preda.
592,A small beast whose organs are on the outside—and still throbbing.,Una piccola bestia i cui organi sono all'esterno e continuano a pulsare.
593,A vegetable with tiny legs that emits rubber-duck noises when struck.,"Un vegetale dotato di zampette minuscole che, quando viene colpito, emette suoni simili a quelli di una paperella di gomma."
594,A mischievous demonlet that pops in and out of invisible doors.,Un demonietto dispettoso che entra ed esce da porte invisibili.
595,A darting mote of prismatic energy that flickers in and out of phase with reality.,Un granello di energia prismatica che guizza dentro e fuori fase rispetto alla realtà.
596,"A titanic, sightless worm that exudes shadowy miasma as it burrows beneath battlefields.",Un verme titanico e cieco che emana miasmi oscuri mentre si nasconde sotto i campi di battaglia.
597,A quadrupedal predator with a jaw of razor crystal that fractures into fresh blades with every bite.,Un predatore quadrupede con una mascella di cristallo affilato che si frammenta in nuove lame a ogni morso.
598,A lurking horror wreathed in bone needles; every strike implants barbs that fester with dark magic.,Un orrore in agguato avvolto in aghi d'osso; ogni colpo innesta punte che impregnano di magia oscura.
599,A lightning-swift ungulate crowned with a spiralled horn whose charge rips the air itself.,"Un ungulato veloce come un fulmine, sormontato da un corno a spirale, la cui carica lacera l'aria."
600,A frenzied barbarian who fights with reckless abandon,Un barbaro frenetico che combatte con sconsiderato abbandono
601,Wields twin axes in a whirlwind of gore-splattered blows,Maneggia due asce in un turbine di colpi insanguinati
602,"Howls to unnerve foes, then strikes their weak points with brutal precision","Urla per innervosire i nemici, poi colpisce i loro punti deboli con brutale precisione"
603,A towering mauler who smashes helmets—and skulls—with bone-splintering uppercuts,Un imponente mauler che fracassa caschi e teschi con montanti che scheggiano le ossa
604,Veteran war-leader who directs the tribe’s fury while carving foes in a sweeping whirlwind,Capo guerriero veterano che dirige la furia della tribù mentre trafigge i nemici in un turbine travolgente
605,A quivering glob of alley refuse that lashes out with oily pseudopods.,Un ammasso tremolante di rifiuti di vicolo che si scaglia contro pseudopodi oleosi.
606,A scab-covered rat swollen by toxic scraps; its bite carries disease.,Un ratto ricoperto di croste e gonfio a causa di scarti tossici; il suo morso è portatore di malattie.
607,An animate heap of broken crates and rusted iron that hurls jagged debris.,Un mucchio animato di casse rotte e ferro arrugginito che scaglia detriti frastagliati.
608,A demon spawned from sewer sludge; it belches clouds of noxious decay.,Un demone generato dai fanghi fognari; erutta nuvole di putrefazione nociva.
609,A towering mass of compressed junk and bone fragments held together by foul sorcery.,Un'enorme massa di rottami compressi e frammenti di ossa tenuti insieme da una stregoneria malvagia.
610,A scavenger bird swollen on rotting refuse; its foul breath carries disease.,Un uccello spazzino gonfio di rifiuti in decomposizione; il suo alito fetido è portatore di malattie.
611,A hulking golem cobbled together from rusted armour and discarded engines.,Un golem imponente costruito utilizzando armature arrugginite e motori di scarto.
612,A semi-sentient slurry of chemical sludge that dissolves metal and bone alike.,Una poltiglia semi-senziente di fanghi chimici che dissolve allo stesso modo metalli e ossa.
613,"A towering mass of rotted meat, bones and refuse held together by pestilent fumes.","Un'enorme massa di carne putrefatta, ossa e rifiuti tenuti insieme da fumi pestilenziali."
614,A feathered snake priest wielding venomous rituals that warp flesh and summon storms.,Un sacerdote serpente piumato che pratica rituali velenosi che deformano la carne ed evocano tempeste.
615,A crystal-eyed seer whose dark prophecies rain shards of volcanic glass.,"Un veggente dagli occhi di cristallo, le cui oscure profezie fanno piovere schegge di vetro vulcanico."
616,"A colossal ophidian cloaked in phantom light, it twists minds with hypnotic whispers.","Un colossale ofide ammantato di luce fantasma, distorce le menti con sussurri ipnotici."
617,"A rune-carved wraith that scribes death runes midair, erasing souls stroke by stroke.","Uno spettro intagliato con rune che traccia rune della morte a mezz'aria, cancellando le anime colpo dopo colpo."
618,A wizened archivist whose living grimoire burns heretics with solar glyphs.,Un archivista invecchiato il cui grimorio vivente brucia gli eretici con glifi solari.
619,A winged serpent-mage that calls down lightning feathers to incinerate the impure.,Un mago-serpente alato che evoca piume fulminanti per incenerire gli impuri.
620,A silent apparition whose presence unravels reality around it,Un'apparizione silenziosa la cui presenza svela la realtà attorno a sé
621,A shifting silhouette that cloaks itself in silence and spores,Una sagoma mutevole che si avvolge nel silenzio e nelle spore
622,An elusive entity that lulls the world into unsettling reverie,Un'entità sfuggente che culla il mondo in un'inquietante fantasticheria
623,A deceptively cute leveret whose razor-sharp teeth and frantic hops shred clothing and bone alike.,"Un leprotto ingannevolmente carino, i cui denti affilati come rasoi e i cui saltelli frenetici fanno a pezzi vestiti e ossa."
624,"A fleet-footed fugitive that darts through underbrush, evading traps with uncanny intelligence.","Un fuggitivo veloce che si muove tra i cespugli, sfuggendo alle trappole con un'intelligenza straordinaria."
625,"A hulking hare with matted fur, its powerful legs crush skulls like eggshells.","Una lepre gigantesca con la pelliccia arruffata, le cui zampe potenti schiacciano i crani come fossero gusci d'uovo."
626,"A frenzied hopper foaming at the mouth, its leaps deliver poison-tipped kicks.","Un saltatore frenetico con la schiuma alla bocca, i cui salti sferrano calci velenosi."
627,A fledgling plant spirit learning basic rituals,Uno spirito vegetale alle prime armi che impara i rituali di base
628,A novice totem keeper honing rituals of nature’s will,Un custode di totem alle prime armi che affina i rituali della volontà della natura
629,"A stout treant imbued with ancestral rites, defending sacred groves","Un robusto treant imbevuto di riti ancestrali, a difesa dei boschi sacri"
630,"An ancient totem animated through elaborate rites, blessing allies and smiting foes","Un antico totem animato da elaborati riti, benedicendo gli alleati e sconfiggendo i nemici"
631,A seasoned totem caster balancing offense and protection,Un esperto incantatore di totem che bilancia offesa e protezione
632,Guardian totem channeling holy wrath and shields,Totem guardiano che canalizza l'ira sacra e gli scudi
633,Colossal totem infused with primeval ritual energy,Totem colossale infuso di energia rituale primordiale
634,Supreme totem lord wielding ultimate holy archetypes,Signore supremo dei totem che brandisce gli archetipi sacri definitivi
635,"A tiny wyrm wreathed in embers, it breathes spurts of flame that blister skin.","Un piccolo drago avvolto dalle braci, che sputa fiamme che lasciano vesciche sulla pelle."
636,A frost-bound hatchling exhaling crystalline shards that freeze prey in mid-scream.,Un cucciolo congelato che esala schegge cristalline che congelano la preda a metà del suo grido.
637,"A tempest in reptilian form, it crackles with electricity and hurls thunderbolts.","Una tempesta in forma di rettile, che scoppietta di elettricità e scaglia fulmini."
638,A squat drake roaring with sonic booms that burst eardrums and shatter bone.,Un drago tozzo che ruggisce con boati sonici che spaccano i timpani e frantumano le ossa.
639,Human cultist devoted to Cthulhu and the Great Old Ones,Cultista umano devoto a Cthulhu e ai Grandi Antichi
640,Human cultist channeling the Crawling Chaos,Cultista umano che canalizza il Caos Strisciante
641,Human cultist seeking the gate of countless dimensions,Cultista umano alla ricerca della porta delle innumerevoli dimensioni
642,Human cultist of the Black Goat of the Woods with a thousand young,Cultista umano della Capra Nera dei Boschi con mille giovani
643,"A humble gnome laborer from rural villages, adept at gathering wild resources.","Un umile gnomo lavoratore proveniente dai villaggi rurali, abile nel raccogliere risorse selvatiche."
644,"A watchful gnome scout, skilled in swift reconnaissance and silent movement.","Uno gnomo esploratore attento, abile nella ricognizione rapida e nei movimenti silenziosi."
645,"An inventive gnome tinkerer, fond of quirky gadgets and crude mechanical traps.",Uno gnomo creativo e amante dei gadget bizzarri e delle rudimentali trappole meccaniche.
646,"A mischievous gnome trickster, using cunning feints and hidden pitfalls.","Uno gnomo dispettoso e imbroglione, che usa finti e trappole nascoste."
647,"A sturdy gnome miner, experienced in delving into tunnels and handling heavy tools.","Uno gnomo minatore robusto, esperto nello scavare tunnel e nel maneggiare attrezzi pesanti."
648,"A knowledgeable gnome herbalist, versed in local flora and natural remedies.","Un esperto gnomo erborista, esperto della flora locale e dei rimedi naturali."
649,"A resourceful gnome engineer, creating complex devices with limited means.","Un ingegnere gnomo pieno di risorse, che crea dispositivi complessi con mezzi limitati."
650,"A demolition gnome bombardier, specializing in makeshift explosives.","Uno gnomo demolitore bombardiere, specializzato in esplosivi improvvisati."
651,"A curious gnome alchemist, experimenting with potent concoctions and catalysts.","Uno gnomo alchimista curioso, che sperimenta potenti miscele e catalizzatori."
652,"A dark gnome warlock, channeling arcane energies from forbidden tomes.",Uno gnomo oscuro e stregone che canalizza energie arcane da tomi proibiti.
653,"A spiritual gnome shaman, communing with elemental spirits of the earth.","Uno gnomo sciamano spirituale, in comunione con gli spiriti elementali della terra."
654,"A skilled gnome artificer, weaving magic into crafted constructs.","Un abile gnomo artigiano, che intreccia la magia in costrutti artigianali."
655,A scrappy feral cat prowling the back alleys with sharpened instincts.,Un gatto randagio e scontroso che si aggira nei vicoli con istinti acuti.
656,A bizarre catfish hybrid that splashes water with a playful hiss.,Un bizzarro ibrido di pesce gatto che spruzza l'acqua con un sibilo giocoso.
657,"A strange bird-cat fusion, feathered paws peck and scratch in equal measure.",Una strana fusione tra un uccello e un gatto: le zampe piumate beccano e graffiano in egual misura.
658,A reptilian cat hybrid whose poisonous tail lash can cripple foes.,"Un ibrido tra un rettile e un gatto, la cui coda velenosa può paralizzare i nemici."
659,A towering dino-cat hybrid whose meows shakes the earth.,Un imponente ibrido tra un dino e un gatto i cui miagolii fanno tremare la terra.
660,A shadowy panther-cat that melds into darkness before striking.,Un felino-pantera dall'aria oscura che si fonde con l'oscurità prima di colpire.
661,A flaming ursine glass cannon whose claws burn with unrelenting fury.,"Un cannone di vetro fiammeggiante a forma di orso, i cui artigli bruciano con furia implacabile."
662,A crackling storm bear that unleashes deafening roars laced with lightning.,Un orso tempestoso e scoppiettante che scatena ruggiti assordanti intervallati da fulmini.
663,An ice-bound predator whose pouncing strikes freeze flesh on impact.,"Un predatore intrappolato nel ghiaccio che, con i suoi attacchi repentini, congela la carne all'impatto."
664,"A shadowy bear warped by void energy, unleashing tendrils of pure darkness.","Un orso ombroso deformato dall'energia del vuoto, che scatena tentacoli di pura oscurità."
665,"A spectral plant whose ebony blades drip with hallucinogenic sap, slicing reality as easily as flesh","Una pianta spettrale le cui lame d'ebano gocciolano linfa allucinogena, tagliando la realtà con la stessa facilità della carne"
666,"A cunning vine that weaves itself into grotesque knots, exuding spores that induce paralysis","Un'astuta vite che si intreccia in nodi grotteschi, trasudando spore che inducono la paralisi"
667,A wandering spore-fairy whose pollen dust lulls enemies into forgetfulness before dissolving them,Una fata-spora errante la cui polvere di polline culla i nemici nell'oblio prima di dissolverli
668,"A venomous viper-fern that hisses with sap like screams, its fangs dripping corrosive essence","Una felce vipera velenosa che sibila con linfa come urla, le sue zanne gocciolano essenza corrosiva"
669,"A colossal fungus whose umbrella cap rains acidic spores, wilting flesh in minutes","Un fungo colossale il cui cappello a forma di ombrello fa piovere spore acide, facendo appassire la carne in pochi minuti"
670,"A bioluminescent creeper that stalks in darkness, detonating its spores in blinding bursts","Un rampicante bioluminescente che si muove nell'oscurità, facendo esplodere le sue spore in esplosioni accecanti"
671,A monstrous mass of crystallized stone shards that reform into living facets with razor edges.,Una mostruosa massa di schegge di pietra cristallizzate che si riformano in sfaccettature viventi dai bordi affilati come rasoi.
672,"A sleek obsidian golem that tunnels unseen, collapsing tunnels underfoot with seismic fury.","Un elegante golem di ossidiana che scava tunnel invisibili, facendoli crollare sotto i piedi con furia sismica."
673,"A serpentine golem sprouting geode heads, each crackling with earth-rending tremors.","Un golem serpentino da cui spuntano teste di geodi, ciascuna delle quali scoppietta con tremori che lacerano la terra."
674,"An ancient sentinel turned to stone, its visage unchanging as it crushes intruders.","Un'antica sentinella trasformata in pietra, il cui volto rimane immutato mentre schiaccia gli intrusi."
675,A gargantuan golem whose thunderous steps summon chasms and shake the earth itself.,Un golem gigantesco i cui passi fragorosi evocano abissi e scuotono la terra stessa.
676,A steam-powered sentry with reinforced plating and self-regulating boilers that divert pressure to shields,Una sentinella alimentata a vapore con placcatura rinforzata e caldaie autoregolanti che deviano la pressione verso gli scudi
677,A mobile gearkeeper whose rotating brass gears lock into an impenetrable formation during enemy assaults,Un custode mobile i cui ingranaggi rotanti in ottone si bloccano in una formazione impenetrabile durante gli assalti nemici
678,A hulking bulwark automaton whose layered cogwork plating absorbs and redistributes kinetic force,Un imponente automa baluardo la cui placcatura a ingranaggi a strati assorbe e ridistribuisce la forza cinetica
679,A fortress-class automaton whose dense iron husk refines steam into a layered energy barrier,Un automa di classe fortezza il cui denso involucro di ferro raffina il vapore in una barriera energetica a strati
680,"The fourth-generation sentinel, reinforced with molten brass plating and emergency valve dampeners for ultimate resilience","La sentinella di quarta generazione, rinforzata con placcatura in ottone fuso e smorzatori di valvola di emergenza per la massima resilienza"
681,"A novice boxer honing their skills in local gyms, eager but inexperienced.","Un pugile alle prime armi che affina le sue abilità nelle palestre locali, desideroso ma inesperto."
682,An amateur pugilist testing their speed and strength in underground rings.,Un pugile dilettante che mette alla prova la propria velocità e forza sui ring sotterranei.
683,A rough street brawler who learned to fight in back-alley bouts.,Un violento attaccabrighe di strada che ha imparato a combattere nei vicoli.
684,A seasoned professional fighting in prestigious arenas.,Un professionista esperto che combatte in arene prestigiose.
685,"A rising contender in world-class championships, combining speed and precision.","Un contendente emergente nei campionati di livello mondiale, che unisce velocità e precisione."
686,"The reigning champion, feared for their flawless combination of power and technique.",Il campione in carica era temuto per la sua impeccabile combinazione di potenza e tecnica.
687,Autonomous data-processing drone infected by rogue code.,Drone autonomo per l'elaborazione dei dati infettato da codice non autorizzato.
688,A security robot repurposed by rogue AI to hunt intruders.,Un robot di sicurezza riadattato da un'intelligenza artificiale non autorizzata per dare la caccia agli intrusi.
689,A powerful AI core broadcasting its control over lesser machines.,Un potente nucleo di intelligenza artificiale che trasmette il suo controllo su macchine inferiori.
690,A superintelligent AI core shielded by advanced mirror protocols.,Un nucleo di intelligenza artificiale superintelligente protetto da protocolli mirror avanzati.
691,"The ultimate form of rogue AI, a singularity that transcends physical limits.","La forma definitiva di intelligenza artificiale non autorizzata, una singolarità che trascende i limiti fisici."
692,"A slender desert monitor that weaves through dunes on silent feet, its scales glinting like glass.","Un snello varano del deserto che si muove tra le dune con passi silenziosi, le cui squame luccicano come il vetro."
693,"A venomous Gila monster lurking in misty marshes, its powerful jaws dripping with toxin.","Un velenoso mostro di Gila che si nasconde nelle paludi nebbiose, con le sue potenti fauci ricoperte di tossina."
694,A rock-dwelling fence lizard encrusted with crystalline growths that snap at prey.,Una lucertola che vive tra le rocce e che è ricoperta di escrescenze cristalline che azzannano la preda.
695,A forest-dwelling dragon lizard covered in mossy fronds that cloak it from predators.,"Una lucertola drago che vive nelle foreste, ricoperta di fronde muschiose che la proteggono dai predatori."
696,A bearded dragon variant bristling with bone spines that impale unwary foes.,Una variante del drago barbuto dotata di aculei ossei che trafiggono i nemici ignari.
697,"A volcanic monitor whose throat glows with ember-hot fire, exhaling ash-laden roars.",Un varano vulcanico la cui gola arde di fuoco ardente ed emette ruggiti carichi di cenere.
698,"A carrion crawler slathered in swamp sludge, its claws tear muscle like paper.","Un bruco ricoperto di melma di palude, i cui artigli lacerano i muscoli come fossero carta."
699,"A reanimated knight in tarnished armor, its blade drips with cursed ichor.","Un cavaliere rianimato con un'armatura appannata, la cui lama gocciola icore maledetto."
700,"A butcher of the fallen, it dismembers allies to fuel its unholy strength.","Macellaio dei caduti, smembra gli alleati per alimentare la sua forza profana."
701,A skeletal banshee whose ear-splitting cry fractures spirit and skull alike.,Una banshee scheletrica il cui grido assordante frattura lo spirito e il cranio.
702,"A skeletal monstrosity gnawing on marrow, it spits shards of fractured bone.",Una mostruosità scheletrica che rosicchia il midollo e sputa schegge di ossa fratturate.
703,A strict dominator who wields raw willpower and chains to subdue victims,Un dominatore severo che usa la forza di volontà e le catene per sottomettere le vittime
704,A demon obsessed with amplifying agony through arcane rituals and cruel implements,Un demone ossessionato dall'amplificazione dell'agonia attraverso rituali arcani e strumenti crudeli
705,A cruel arachnid that uses chains and webbing to bind and break prey,Un aracnide crudele che usa catene e ragnatele per legare e rompere la preda
706,A temptress who lures victims into silk traps and indulges in exquisite pain,Una tentatrice che attira le vittime in trappole di seta e si abbandona a un dolore squisito
707,"A sadist who revels in momentary torment, blinding victims before inflicting excruciating pain","Un sadico che si diletta nel tormento momentaneo, accecando le vittime prima di infliggergli un dolore straziante"
708,A frenzy leader who commands the pit with brutal riffs and thunderous beats,Un leader frenetico che comanda la platea con riff brutali e ritmi fragorosi
709,A shrieking fanatic whose ear-splitting screams can shatter courage,Un fanatico urlatore le cui urla assordanti possono distruggere il coraggio
710,A raging mosh beast who headbangs with bone-crushing force,Una bestia scatenata che si scatena con una forza tale da spaccare le ossa
711,A sonic sorcerer who unleashes chaotic blasts to fuel the uprising,Uno stregone sonico che scatena esplosioni caotiche per alimentare la rivolta
712,The ultimate warlord who leads the black metal horde with iron resolve,Il signore della guerra definitivo che guida l'orda del black metal con ferrea determinazione
713,A hulking turtle whose shell is so dense it can shatter weapons on impact,Una tartaruga gigantesca il cui guscio è così denso che può frantumare le armi all'impatto
714,"A sea turtle infused with storm magic, calling down crushing waves and vortexes","Una tartaruga marina infusa di magia della tempesta, che evoca onde e vortici travolgenti"
715,A toxic turtle that spews corrosive bile and blinds foes in its miasma,Una tartaruga tossica che sputa bile corrosiva e acceca i nemici nel suo miasma
716,A golden-hued turtle crackling with stored lightning energy,Una tartaruga dai colori dorati che scoppietta per l'energia immagazzinata dai fulmini
717,"A turtle whose shell has crystallized into jagged facets, able to summon razor winds","Una tartaruga il cui guscio si è cristallizzato in sfaccettature frastagliate, in grado di evocare venti taglienti"
718,A winged serpent that commands storms and deluges the battlefield with torrential fury,Un serpente alato che comanda le tempeste e inonda il campo di battaglia con furia torrenziale
719,A hellspawn sorcerer who bathes foes in unquenchable flames and searing ash,Uno stregone infernale che immerge i nemici in fiamme inestinguibili e ceneri ardenti
720,"An arcane construct of living crystal, its shield shatters armor and its visor blinds attackers","Un costrutto arcano di cristallo vivente, il suo scudo frantuma l'armatura e la sua visiera acceca gli aggressori"
721,"A shadowy specter clad in volcanic glass, it ensnares minds and silences all hope","Uno spettro oscuro rivestito di vetro vulcanico, intrappola le menti e mette a tacere ogni speranza"
722,"A gargantuan golem of bedrock and ore, it quakes the earth and sends razor shards flying","Un gigantesco golem di roccia e minerale, fa tremare la terra e lancia schegge di rasoio in aria"
723,"A ravenous voidspawn that feeds on the flow of time itself, warping reality around its prey","Una creatura del vuoto vorace che si nutre del flusso del tempo stesso, deformando la realtà attorno alla sua preda"
724,"A demonic scribe who channels searing flames into forbidden tomes, incinerating knowledge and flesh alike","Uno scriba demoniaco che incanala fiamme ardenti in tomi proibiti, incenerendo allo stesso modo conoscenza e carne"
