id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
640,"Cultist of Nyarlathotep","LV: 639 | Human cultist channeling the Crawling Chaos
<Char:$AdeptNecromancer>
<Archetype: Humanoid>
<Biome: Cultist Lair>
<Speed: 3>
<Movement: Approach>
<It: Cultista umano che canalizza il Caos Strisciante>",biological,0571,"Leather",1/3,,"",
641,"Cultist of Yog-Sothoth","LV: 639 | Human cultist seeking the gate of countless dimensions
<Char:$AdeptNecromancer>
<Archetype: Humanoid>
<Biome: Cultist Lair, Eldritch Dimension>
<Speed: 3>
<Movement: Approach>
<It: Cultista umano alla ricerca della porta delle innumerevoli dimensioni>",biological,0574,"Meat",1/4,0573,"Bone",1/3
642,"Cultist of Shub-Niggurath","LV: 639 | Human cultist of the Black Goat of the Woods with a thousand young
<Char:$AdeptNecromancer>
<Archetype: Humanoid>
<Biome: Cultist Lair, Desert, Forest, Grasslands, Plains, Sewers>
<Speed: 3>
<Movement: Approach>
<It: Cultista umano della Capra Nera dei Boschi con mille giovani>",biological,0573,"Bone",1/5,0571,"Leather",1/3
643,"Gnome Peasant","LV: 20 | A humble gnome laborer from rural villages, adept at gathering wild resources.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un umile gnomo lavoratore proveniente dai villaggi rurali, abile nel raccogliere risorse selvatiche.>",biological,0571,"Leather",1/5,0573,"Bone",1/4
644,"Gnome Scout","LV: 20 | A watchful gnome scout, skilled in swift reconnaissance and silent movement.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo esploratore attento, abile nella ricognizione rapida e nei movimenti silenziosi.>",biological,0573,"Bone",1/5,,"",
645,"Gnome Tinkerer","LV: 20 | An inventive gnome tinkerer, fond of quirky gadgets and crude mechanical traps.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo creativo e amante dei gadget bizzarri e delle rudimentali trappole meccaniche.>",mechanical,0583,"Microchip",1/8,0582,"Circuit Board",1/4
646,"Gnome Trickster","LV: 20 | A mischievous gnome trickster, using cunning feints and hidden pitfalls.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo dispettoso e imbroglione, che usa finti e trappole nascoste.>",biological,0571,"Leather",1/4,,"",
647,"Gnome Miner","LV: 20 | A sturdy gnome miner, experienced in delving into tunnels and handling heavy tools.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo minatore robusto, esperto nello scavare tunnel e nel maneggiare attrezzi pesanti.>",biological,0571,"Leather",1/5,,"",
648,"Gnome Herbalist","LV: 20 | A knowledgeable gnome herbalist, versed in local flora and natural remedies.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un esperto gnomo erborista, esperto della flora locale e dei rimedi naturali.>",biological,0574,"Meat",1/3,0571,"Leather",1/5
649,"Gnome Engineer","LV: 50 | A resourceful gnome engineer, creating complex devices with limited means.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un ingegnere gnomo pieno di risorse, che crea dispositivi complessi con mezzi limitati.>",biological,0573,"Bone",1/4,,"",
650,"Gnome Bombardier","LV: 50 | A demolition gnome bombardier, specializing in makeshift explosives.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo demolitore bombardiere, specializzato in esplosivi improvvisati.>",biological,0573,"Bone",1/3,,"",
651,"Gnome Alchemist","LV: 50 | A curious gnome alchemist, experimenting with potent concoctions and catalysts.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo alchimista curioso, che sperimenta potenti miscele e catalizzatori.>",biological,0573,"Bone",1/5,,"",
652,"Gnome Warlock","LV: 50 | A dark gnome warlock, channeling arcane energies from forbidden tomes.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Underdark>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo oscuro e stregone che canalizza energie arcane da tomi proibiti.>",biological,0571,"Leather",1/5,0573,"Bone",1/3
653,"Gnome Shaman","LV: 50 | A spiritual gnome shaman, communing with elemental spirits of the earth.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Spirit Realm>
<Speed: 3>
<Movement: Approach>
<It: Uno gnomo sciamano spirituale, in comunione con gli spiriti elementali della terra.>",spirit,0579,"Arcane Essence",1/2,,"",
654,"Gnome Artificer","LV: 50 | A skilled gnome artificer, weaving magic into crafted constructs.
<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un abile gnomo artigiano, che intreccia la magia in costrutti artigianali.>",biological,0571,"Leather",1/4,,"",
655,"Feral Alley Cat","LV: 4 | A scrappy feral cat prowling the back alleys with sharpened instincts.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un gatto randagio e scontroso che si aggira nei vicoli con istinti acuti.>",biological,0574,"Meat",1/3,0573,"Bone",1/4
656,"Catfish","LV: 6 | A bizarre catfish hybrid that splashes water with a playful hiss.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Coastal, Lake>
<Speed: 4>
<Movement: Approach>
<It: Un bizzarro ibrido di pesce gatto che spruzza l'acqua con un sibilo giocoso.>",biological,0573,"Bone",1/5,,"",
657,"Catican","LV: 8 | A strange bird-cat fusion, feathered paws peck and scratch in equal measure.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Forest, Grasslands, Plains, Sewers>
<Speed: 4>
<Movement: Approach>
<It: Una strana fusione tra un uccello e un gatto: le zampe piumate beccano e graffiano in egual misura.>",biological,0571,"Leather",1/5,0574,"Meat",1/2
658,"Catizard","LV: 10 | A reptilian cat hybrid whose poisonous tail lash can cripple foes.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Coastal, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Un ibrido tra un rettile e un gatto, la cui coda velenosa può paralizzare i nemici.>",biological,0571,"Leather",1/5,,"",
659,"Saberclaw Rex","LV: 20 | A towering dino-cat hybrid whose meows shakes the earth.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Coastal>
<Speed: 4>
<Movement: Approach>
<It: Un imponente ibrido tra un dino e un gatto i cui miagolii fanno tremare la terra.>",biological,0574,"Meat",1/3,0571,"Leather",1/4
660,"Umbra Panthera","LV: 25 | A shadowy panther-cat that melds into darkness before striking.
<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Underdark>
<Speed: 4>
<Movement: Approach>
<It: Un felino-pantera dall'aria oscura che si fonde con l'oscurità prima di colpire.>",biological,0573,"Bone",1/5,,"",
661,"Emberclaw Bear","LV: 50 | A flaming ursine glass cannon whose claws burn with unrelenting fury.
<Biome: Mountains>
<Speed: 3>
<Movement: Random>
<It: Un cannone di vetro fiammeggiante a forma di orso, i cui artigli bruciano con furia implacabile.>",crystalline,0568,"Crystal",1/4,,"",
662,"Thundermaw Ursine","LV: 55 | A crackling storm bear that unleashes deafening roars laced with lightning.
<Biome: Highlands, Mountains, Sky Isles>
<Speed: 3>
<Movement: Random>
<It: Un orso tempestoso e scoppiettante che scatena ruggiti assordanti intervallati da fulmini.>",biological,0574,"Meat",1/4,,"",
663,"Frostfang Bear","LV: 45 | An ice-bound predator whose pouncing strikes freeze flesh on impact.
<Biome: Glacial Wastes, Mountains, Tundra>
<Speed: 3>
<Movement: Random>
<It: Un predatore intrappolato nel ghiaccio che, con i suoi attacchi repentini, congela la carne all'impatto.>",biological,0573,"Bone",1/5,,"",
664,"Void Howler","LV: 60 | A shadowy bear warped by void energy, unleashing tendrils of pure darkness.
<Biome: Eldritch Dimension, Mountains, Underdark>
<Speed: 3>
<Movement: Random>
<It: Un orso ombroso deformato dall'energia del vuoto, che scatena tentacoli di pura oscurità.>",biological,0573,"Bone",1/4,,"",
665,"Phantasmagoria Chloroblade","LV: 30 | A spectral plant whose ebony blades drip with hallucinogenic sap, slicing reality as easily as flesh<Char:$CorruptedTreant>
<Archetype: Plant>
<Biome: Forest>
<Speed: 3>
<Movement: Random>
<It: Una pianta spettrale le cui lame d'ebano gocciolano linfa allucinogena, tagliando la realtà con la stessa facilità della carne>",plant,0570,"Wood",1/4,,"",
666,"Xylomantiflorous Dangervine","LV: 35 | A cunning vine that weaves itself into grotesque knots, exuding spores that induce paralysis<Char:$DryadHealer>
<Archetype: Plant>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Un'astuta vite che si intreccia in nodi grotteschi, trasudando spore che inducono la paralisi>",plant,0576,"Herb extract",1/6,,"",
667,"Nepenthe Mycoastrum","LV: 25 | A wandering spore-fairy whose pollen dust lulls enemies into forgetfulness before dissolving them<Char:$FlutteringPixie>
<Archetype: Plant>
<Biome: Secret Laboratory, Sky Isles>
<Speed: 3>
<Movement: Random>
<It: Una fata-spora errante la cui polvere di polline culla i nemici nell'oblio prima di dissolverli>",fairy,0580,"Ethereal Shard",1/6,,"",
668,"Tenebris Sapscream","LV: 40 | A venomous viper-fern that hisses with sap like screams, its fangs dripping corrosive essence<Char:$EmeraldViper>
<Archetype: Plant>
<Biome: Swamp>
<Speed: 3>
<Movement: Random>
<It: Una felce vipera velenosa che sibila con linfa come urla, le sue zanne gocciolano essenza corrosiva>",plant,0576,"Herb extract",1/6,0575,"Plant matter",1/2
669,"Eldergloom Sporemantle","LV: 45 | A colossal fungus whose umbrella cap rains acidic spores, wilting flesh in minutes<Char:$ElfLord>
<Archetype: Plant>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Un fungo colossale il cui cappello a forma di ombrello fa piovere spore acide, facendo appassire la carne in pochi minuti>",plant,0576,"Herb extract",1/5,,"",
670,"Creeping Luminspore","LV: 50 | A bioluminescent creeper that stalks in darkness, detonating its spores in blinding bursts<Char:$CorruptedTreant>
<Archetype: Plant>
<Biome: Forest, Underdark>
<Speed: 3>
<Movement: Random>
<It: Un rampicante bioluminescente che si muove nell'oscurità, facendo esplodere le sue spore in esplosioni accecanti>",plant,0576,"Herb extract",1/6,,"",
671,"Crystalline Shardbeast","LV: 70 | A monstrous mass of crystallized stone shards that reform into living facets with razor edges.
<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Crystal Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Una mostruosa massa di schegge di pietra cristallizzate che si riformano in sfaccettature viventi dai bordi affilati come rasoi.>",golem,0566,"Titanium ingot",1/8,,"",
672,"Obsidian Burrower","LV: 68 | A sleek obsidian golem that tunnels unseen, collapsing tunnels underfoot with seismic fury.
<Char:$ObsidianGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Un elegante golem di ossidiana che scava tunnel invisibili, facendoli crollare sotto i piedi con furia sismica.>",golem,0565,"Steel ingot",1/3,,"",
673,"Geode Hydra","LV: 72 | A serpentine golem sprouting geode heads, each crackling with earth-rending tremors.
<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Un golem serpentino da cui spuntano teste di geodi, ciascuna delle quali scoppietta con tremori che lacerano la terra.>",golem,0565,"Steel ingot",1/5,,"",
674,"Petrified Enforcer","LV: 60 | An ancient sentinel turned to stone, its visage unchanging as it crushes intruders.
<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Ancient Crypt, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Un'antica sentinella trasformata in pietra, il cui volto rimane immutato mentre schiaccia gli intrusi.>",golem,0566,"Titanium ingot",1/8,,"",
675,"Quake-Maw Titan","LV: 75 | A gargantuan golem whose thunderous steps summon chasms and shake the earth itself.
<Char:$ObsidianGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains, Sky Isles>
<Speed: 2>
<Movement: Approach>
<It: Un golem gigantesco i cui passi fragorosi evocano abissi e scuotono la terra stessa.>",golem,0565,"Steel ingot",1/3,0566,"Titanium ingot",1/6
676,"Steamshield Sentry","LV: 60 | A steam-powered sentry with reinforced plating and self-regulating boilers that divert pressure to shields<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Una sentinella alimentata a vapore con placcatura rinforzata e caldaie autoregolanti che deviano la pressione verso gli scudi>",mechanical,0584,"Battery Cell",1/6,,"",
677,"Aegis Gearkeeper","LV: 65 | A mobile gearkeeper whose rotating brass gears lock into an impenetrable formation during enemy assaults<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un custode mobile i cui ingranaggi rotanti in ottone si bloccano in una formazione impenetrabile durante gli assalti nemici>",mechanical,0581,"Quantum Core",1/8,,"",
678,"Cogwork Bulwark","LV: 70 | A hulking bulwark automaton whose layered cogwork plating absorbs and redistributes kinetic force<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un imponente automa baluardo la cui placcatura a ingranaggi a strati assorbe e ridistribuisce la forza cinetica>",mechanical,0584,"Battery Cell",1/8,,"",
679,"Iron Bastion Automaton","LV: 75 | A fortress-class automaton whose dense iron husk refines steam into a layered energy barrier<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un automa di classe fortezza il cui denso involucro di ferro raffina il vapore in una barriera energetica a strati>",mechanical,0583,"Microchip",1/8,,"",
680,"Brass Sentinel Mk. IV","LV: 80 | The fourth-generation sentinel, reinforced with molten brass plating and emergency valve dampeners for ultimate resilience<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Forest, Grasslands, Plains, Secret Laboratory, Sewers>
<Speed: 3>
<Movement: Approach>
<It: La sentinella di quarta generazione, rinforzata con placcatura in ottone fuso e smorzatori di valvola di emergenza per la massima resilienza>",mechanical,0583,"Microchip",1/8,,"",
681,"Novice Boxer","LV: 10 | A novice boxer honing their skills in local gyms, eager but inexperienced.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un pugile alle prime armi che affina le sue abilità nelle palestre locali, desideroso ma inesperto.>",biological,0573,"Bone",1/4,,"",
682,"Amateur Pugilist","LV: 20 | An amateur pugilist testing their speed and strength in underground rings.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un pugile dilettante che mette alla prova la propria velocità e forza sui ring sotterranei.>",biological,0574,"Meat",1/3,0573,"Bone",1/5
683,"Street Brawler","LV: 30 | A rough street brawler who learned to fight in back-alley bouts.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Urban>
<Speed: 3>
<Movement: Approach>
<It: Un violento attaccabrighe di strada che ha imparato a combattere nei vicoli.>",biological,0574,"Meat",1/4,0573,"Bone",1/5
684,"Professional Boxer","LV: 40 | A seasoned professional fighting in prestigious arenas.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un professionista esperto che combatte in arene prestigiose.>",biological,0574,"Meat",1/4,,"",
685,"Champion Contender","LV: 50 | A rising contender in world-class championships, combining speed and precision.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un contendente emergente nei campionati di livello mondiale, che unisce velocità e precisione.>",biological,0574,"Meat",1/4,,"",
686,"Elite Boxing Champion","LV: 60 | The reigning champion, feared for their flawless combination of power and technique.
<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Il campione in carica era temuto per la sua impeccabile combinazione di potenza e tecnica.>",biological,0574,"Meat",1/4,0571,"Leather",1/5
687,"Data Drone","LV: 12 | Autonomous data-processing drone infected by rogue code.
<Char:$SphereAutomaton>
<Archetype: Drone>
<Biome: Abandoned Mines, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Drone autonomo per l'elaborazione dei dati infettato da codice non autorizzato.>",mechanical,0583,"Microchip",1/5,,"",
688,"Security Sentinel","LV: 54 | A security robot repurposed by rogue AI to hunt intruders.
<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un robot di sicurezza riadattato da un'intelligenza artificiale non autorizzata per dare la caccia agli intrusi.>",mechanical,0581,"Quantum Core",1/12,,"",
689,"Network Overlord","LV: 62 | A powerful AI core broadcasting its control over lesser machines.
<Char:$HorseAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un potente nucleo di intelligenza artificiale che trasmette il suo controllo su macchine inferiori.>",mechanical,0581,"Quantum Core",1/10,,"",
690,"Cognitive Tyrant","LV: 80 | A superintelligent AI core shielded by advanced mirror protocols.
<Char:$Mithril Construct>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un nucleo di intelligenza artificiale superintelligente protetto da protocolli mirror avanzati.>",mechanical,0582,"Circuit Board",1/4,0583,"Microchip",1/6
691,"Singularity Prime","LV: 100 | The ultimate form of rogue AI, a singularity that transcends physical limits.
<Char:$HorseAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: La forma definitiva di intelligenza artificiale non autorizzata, una singolarità che trascende i limiti fisici.>",mechanical,0581,"Quantum Core",1/8,,"",
692,"Sandstrider Varanus","LV: 30 | A slender desert monitor that weaves through dunes on silent feet, its scales glinting like glass.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Desert, Highlands>
<Speed: 4>
<Movement: Approach>
<It: Un snello varano del deserto che si muove tra le dune con passi silenziosi, le cui squame luccicano come il vetro.>",crystalline,0568,"Crystal",1/2,,"",
693,"Marshjaw Heloderma","LV: 32 | A venomous Gila monster lurking in misty marshes, its powerful jaws dripping with toxin.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Highlands, Swamp>
<Speed: 4>
<Movement: Approach>
<It: Un velenoso mostro di Gila che si nasconde nelle paludi nebbiose, con le sue potenti fauci ricoperte di tossina.>",biological,0571,"Leather",1/3,,"",
694,"Crystalback Sceloporus","LV: 34 | A rock-dwelling fence lizard encrusted with crystalline growths that snap at prey.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Crystal Caves, Highlands>
<Speed: 4>
<Movement: Approach>
<It: Una lucertola che vive tra le rocce e che è ricoperta di escrescenze cristalline che azzannano la preda.>",crystalline,0568,"Crystal",1/2,,"",
695,"Mossscale Amphibolurus","LV: 36 | A forest-dwelling dragon lizard covered in mossy fronds that cloak it from predators.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Forest, Highlands>
<Speed: 4>
<Movement: Approach>
<It: Una lucertola drago che vive nelle foreste, ricoperta di fronde muschiose che la proteggono dai predatori.>",dragon,0578,"Acidic Solution",1/5,0577,"Oil Flask",1/4
696,"Spinescale Pogona","LV: 38 | A bearded dragon variant bristling with bone spines that impale unwary foes.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Highlands, Mountains>
<Speed: 4>
<Movement: Approach>
<It: Una variante del drago barbuto dotata di aculei ossei che trafiggono i nemici ignari.>",dragon,0577,"Oil Flask",1/3,0578,"Acidic Solution",1/5
697,"Cinderthroat Varanus","LV: 40 | A volcanic monitor whose throat glows with ember-hot fire, exhaling ash-laden roars.
<Char:$MatureBronzeDragon>
<Archetype: Reptilian>
<Biome: Highlands, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Un varano vulcanico la cui gola arde di fuoco ardente ed emette ruggiti carichi di cenere.>",biological,0571,"Leather",1/3,,"",
698,"Murkwallow Ghoul","LV: 52 | A carrion crawler slathered in swamp sludge, its claws tear muscle like paper.
<Char:$BloatedZombie>
<Archetype: Undead>
<Biome: Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Un bruco ricoperto di melma di palude, i cui artigli lacerano i muscoli come fossero carta.>",biological,0573,"Bone",1/5,,"",
699,"Gravebound Revenant","LV: 55 | A reanimated knight in tarnished armor, its blade drips with cursed ichor.
<Char:$GraveRevenant>
<Archetype: Undead>
<Biome: Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Un cavaliere rianimato con un'armatura appannata, la cui lama gocciola icore maledetto.>",biological,0573,"Bone",1/3,,"",
700,"Corpsecarver Knight","LV: 60 | A butcher of the fallen, it dismembers allies to fuel its unholy strength.
<Char:$BoundCadaver>
<Archetype: Humanoid>
<Biome: Urban>
<Speed: 3>
<Movement: Approach>
<It: Macellaio dei caduti, smembra gli alleati per alimentare la sua forza profana.>",biological,0573,"Bone",1/4,,"",
701,"Cryptborn Shrieker","LV: 58 | A skeletal banshee whose ear-splitting cry fractures spirit and skull alike.
<Char:$PoisonGhost>
<Archetype: Ghost>
<Biome: Ancient Crypt, Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Una banshee scheletrica il cui grido assordante frattura lo spirito e il cranio.>",spirit,0579,"Arcane Essence",1/2,,"",
702,"Bonechewer Devourer","LV: 62 | A skeletal monstrosity gnawing on marrow, it spits shards of fractured bone.
<Char:$ProficientBard>
<Archetype: Undead>
<Biome: Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Una mostruosità scheletrica che rosicchia il midollo e sputa schegge di ossa fratturate.>",biological,0573,"Bone",1/5,,"",
703,"Dominant Taskmaster","LV: 65 | A strict dominator who wields raw willpower and chains to subdue victims
<Char:$MasterIllusionist>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un dominatore severo che usa la forza di volontà e le catene per sottomettere le vittime>",biological,0573,"Bone",1/4,,"",
704,"Pain Enthusiast","LV: 68 | A demon obsessed with amplifying agony through arcane rituals and cruel implements
<Char:$VileWitch>
<Archetype: Demon>
<Biome: Cursed Lands, Forest, Sacred Grove, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Un demone ossessionato dall'amplificazione dell'agonia attraverso rituali arcani e strumenti crudeli>",biological,0573,"Bone",1/5,,"",
705,"Chainbound Fury","LV: 62 | A cruel arachnid that uses chains and webbing to bind and break prey
<Char:$AshSpider>
<Archetype: Insectoid>
<Biome: Caves, Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Un aracnide crudele che usa catene e ragnatele per legare e rompere la preda>",biological,0573,"Bone",1/4,0571,"Leather",1/4
706,"Silken Enchantress","LV: 60 | A temptress who lures victims into silk traps and indulges in exquisite pain
<Char:$MerfolkMystic>
<Archetype: AquaticFish>
<Biome: Deep Sea, Sacred Grove, Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Una tentatrice che attira le vittime in trappole di seta e si abbandona a un dolore squisito>",biological,0574,"Meat",1/3,0573,"Bone",1/4
707,"Blinding Sadist","LV: 70 | A sadist who revels in momentary torment, blinding victims before inflicting excruciating pain
<Char:$ResoluteAngel>
<Archetype: CrystalEntity>
<Biome: Crystal Caves, Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Un sadico che si diletta nel tormento momentaneo, accecando le vittime prima di infliggergli un dolore straziante>",crystalline,0569,"Glass",1/5,,"",
708,"Goblin Mosh Lord","LV: 75 | A frenzy leader who commands the pit with brutal riffs and thunderous beats
<Char:$GoblinFanatic>
<Archetype: Humanoid>
<Biome: Forest, Grasslands, Highlands, Plains, Sky Isles>
<Speed: 3>
<Movement: Approach>
<It: Un leader frenetico che comanda la platea con riff brutali e ritmi fragorosi>",biological,0571,"Leather",1/3,0573,"Bone",1/5
709,"Goblin Shrieker","LV: 73 | A shrieking fanatic whose ear-splitting screams can shatter courage
<Char:$GoblinOccultist>
<Archetype: Humanoid>
<Biome: Cultist Lair, Forest, Grasslands, Plains>
<Speed: 3>
<Movement: Approach>
<It: Un fanatico urlatore le cui urla assordanti possono distruggere il coraggio>",biological,0571,"Leather",1/3,0573,"Bone",1/4
710,"Goblin Headbanger","LV: 74 | A raging mosh beast who headbangs with bone-crushing force
<Char:$GoblinFighter>
<Archetype: Humanoid>
<Biome: Forest, Grasslands, Plains>
<Speed: 3>
<Movement: Approach>
<It: Una bestia scatenata che si scatena con una forza tale da spaccare le ossa>",biological,0573,"Bone",1/4,,"",
711,"Goblin Riot Caster","LV: 72 | A sonic sorcerer who unleashes chaotic blasts to fuel the uprising
<Char:$GoblinArcher>
<Archetype: Humanoid>
<Biome: Cultist Lair, Forest, Grasslands, Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno stregone sonico che scatena esplosioni caotiche per alimentare la rivolta>",biological,0573,"Bone",1/5,,"",
712,"Goblin Metal Warlord","LV: 76 | The ultimate warlord who leads the black metal horde with iron resolve
<Char:$GoblinWolfRider>
<Archetype: Humanoid>
<Biome: Forest, Grasslands, Plains>
<Speed: 3>
<Movement: Approach>
<It: Il signore della guerra definitivo che guida l'orda del black metal con ferrea determinazione>",biological,0573,"Bone",1/4,,"",
713,"Shellbreaker Bulwark","LV: 50 | A hulking turtle whose shell is so dense it can shatter weapons on impact
<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Una tartaruga gigantesca il cui guscio è così denso che può frantumare le armi all'impatto>",biological,0573,"Bone",1/3,,"",
714,"Coralic Warcaster","LV: 50 | A sea turtle infused with storm magic, calling down crushing waves and vortexes
<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Deep Sea, Highlands, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Una tartaruga marina infusa di magia della tempesta, che evoca onde e vortici travolgenti>",biological,0571,"Leather",1/4,0574,"Meat",1/2
715,"Acidic Tidecaller","LV: 50 | A toxic turtle that spews corrosive bile and blinds foes in its miasma
<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Una tartaruga tossica che sputa bile corrosiva e acceca i nemici nel suo miasma>",biological,0571,"Leather",1/5,0573,"Bone",1/5
716,"Gilded Zapback","LV: 50 | A golden-hued turtle crackling with stored lightning energy
<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Una tartaruga dai colori dorati che scoppietta per l'energia immagazzinata dai fulmini>",biological,0571,"Leather",1/3,0573,"Bone",1/4
717,"CrystalCarapace Sentinel","LV: 50 | A turtle whose shell has crystallized into jagged facets, able to summon razor winds
<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Crystal Caves, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Una tartaruga il cui guscio si è cristallizzato in sfaccettature frastagliate, in grado di evocare venti taglienti>",crystalline,0569,"Glass",1/4,,"",
